goalid,teamid,period,goaltime,scorer,assist1,assist2,gameid,goaldate,seconds
2023102809:06VAN3,VAN,3RD,1900-01-01 09:06:00,Tyler Myers,None,None,20231028NYR@VAN,2023-10-28,2946
2023102809:18NYR1,NYR,1ST,1900-01-01 09:18:00,Artemi Panarin,Vincent Trocheck,Mika Zibanejad,20231028NYR@VAN,2023-10-28,558
2023102809:30ANA4,ANA,2ND,1900-01-01 09:30:00,Adam Henrique,None,None,20231028ANA@PHI,2023-10-28,1770
2023102809:51PHI9,PHI,3RD,1900-01-01 09:51:00,Travis Konecny,Sean Couturier,Bobby Brink,20231028ANA@PHI,2023-10-28,2991
2023102810:33BOS1,BOS,1ST,1900-01-01 10:33:00,Pavel Zacha,None,None,20231028DET@BOS,2023-10-28,633
2023102811:12ANA10,ANA,3RD,1900-01-01 11:12:00,Frank Vatrano,Adam Henrique,None,20231028ANA@PHI,2023-10-28,3072
2023102811:19BOS4,BOS,3RD,1900-01-01 11:19:00,David Pastrnak,None,None,20231028DET@BOS,2023-10-28,3079
2023102811:49PHI5,PHI,2ND,1900-01-01 11:49:00,Cam Atkinson,Owen Tippett,Cam York,20231028ANA@PHI,2023-10-28,1909
2023102812:21NYR4,NYR,3RD,1900-01-01 12:21:00,Adam Fox,Artemi Panarin,Mika Zibanejad,20231028NYR@VAN,2023-10-28,3141
2023102812:35PHI6,PHI,2ND,1900-01-01 12:35:00,Travis Konecny,Sean Walker,Scott Laughton,20231028ANA@PHI,2023-10-28,1955
2023102812:46TOR3,TOR,2ND,1900-01-01 12:46:00,Mark Giordano,David Kampf,None,20231028TOR@NSH,2023-10-28,1966
2023102812:57LV4,LV,2ND,1900-01-01 12:57:00,William Carrier,None,None,202310288LV@LA,2023-10-28,1977
2023102813:07OTT5,OTT,3RD,1900-01-01 13:07:00,Brady Tkachuk,Tim Stutzle,Travis Hamonic,20231028OTT@PIT,2023-10-28,3187
2023102813:11LA1,LA,1ST,1900-01-01 13:11:00,Alex Laferriere,Pierre-Luc Dubois,Matt Roy,202310288LV@LA,2023-10-28,791
2023102813:24NYR5,NYR,3RD,1900-01-01 13:24:00,Mika Zibanejad,Adam Fox,None,20231028NYR@VAN,2023-10-28,3204
2023102813:32TOR1,TOR,1ST,1900-01-01 13:32:00,William Nylander,Auston Matthews,Mitchell Marner,20231028TOR@NSH,2023-10-28,812
2023102813:38OTT6,OTT,3RD,1900-01-01 13:38:00,Drake Batherson,Vladimir Tarasenko,None,20231028OTT@PIT,2023-10-28,3218
2023102814:08FLA5,FLA,3RD,1900-01-01 14:08:00,Nick Cousins,Josh Mahura,Dmitry Kulikov,20231028SEA@FLA,2023-10-28,3248
2023102814:14OTT2,OTT,1ST,1900-01-01 14:14:00,Brady Tkachuk,Claude Giroux,Tim Stutzle,20231028OTT@PIT,2023-10-28,854
2023102814:36BOS2,BOS,1ST,1900-01-01 14:36:00,Charlie McAvoy,None,None,20231028DET@BOS,2023-10-28,876
2023102815.0WPG3,WPG,2ND,1900-01-01 00:15:00,Adam Lowry,Nino Niederreiter,Mason Appleton,20231028WPG@MON,2023-10-28,1215
2023102815:05NSH2,NSH,1ST,1900-01-01 15:05:00,Ryan O'Reilly,Roman Josi,Filip Forsberg,20231028TOR@NSH,2023-10-28,905
2023102815:08NSH4,NSH,2ND,1900-01-01 15:08:00,Ryan O'Reilly,Filip Forsberg,Luke Evangelista,20231028TOR@NSH,2023-10-28,2108
2023102815:20ANA2,ANA,1ST,1900-01-01 15:20:00,Frank Vatrano,Cam Fowler,Mason McTavish,20231028ANA@PHI,2023-10-28,920
2023102815:42VAN6,VAN,3RD,1900-01-01 15:42:00,Carson Soucy,Filip Hronek,Anthony Beauvillier,20231028NYR@VAN,2023-10-28,3342
2023102815:45NYI1,NYI,1ST,1900-01-01 15:45:00,Kyle Palmieri,Pierre Engvall,Sebastian Aho,20231028NYI@CLB,2023-10-28,945
2023102815:57VAN2,VAN,2ND,1900-01-01 15:57:00,J.T. Miller,Filip Hronek,Elias Pettersson,20231028NYR@VAN,2023-10-28,2157
2023102816:39NYI2,NYI,3RD,1900-01-01 16:39:00,Matt Martin,Casey Cizikas,None,20231028NYI@CLB,2023-10-28,3399
2023102817:00PHI11,PHI,3RD,1900-01-01 17:00:00,Joel Farabee,Bobby Brink,Noah  Cates,20231028ANA@PHI,2023-10-28,3420
2023102817:34PIT4,PIT,2ND,1900-01-01 17:34:00,Sidney Crosby,Bryan Rust,Kris Letang,20231028OTT@PIT,2023-10-28,2254
2023102817:41BOS5,BOS,3RD,1900-01-01 17:41:00,David Pastrnak,None,None,20231028DET@BOS,2023-10-28,3461
2023102818:57LA6,LA,3RD,1900-01-01 18:57:00,Drew Doughty,Kevin Fiala,Adrian Kempe,202310288LV@LA,2023-10-28,3537
2023102819:26PIT7,PIT,3RD,1900-01-01 19:26:00,Jake Guentzel,Sidney Crosby,Chad Ruhwedel,20231028OTT@PIT,2023-10-28,3566
2023102833.0WPG4,WPG,2ND,1900-01-01 00:33:00,Nino Niederreiter,Mason Appleton,None,20231028WPG@MON,2023-10-28,1233
2023102858.0ANA1,ANA,1ST,1900-01-01 00:58:00,Ryan Strome,Mason McTavish,None,20231028ANA@PHI,2023-10-28,58
2023102901:39BUF2,BUF,2ND,1900-01-01 01:39:00,Casey Mittelstadt,Jeff Skinner,Henri Jokiharju,20231029COL@BUF,2023-10-29,1299
2023102902:18WAS2,WAS,3RD,1900-01-01 02:18:00,Dylan Strome,Nick Jensen,Hardy Haman Aktell,20231029SJ@WAS,2023-10-29,2538
2023102902:31MIN3,MIN,2ND,1900-01-01 02:31:00,Ryan Hartman,Calen Addison,Joel Eriksson Ek,20231029MIN@NJ,2023-10-29,1351
2023102904:19EDM1,EDM,1ST,1900-01-01 04:19:00,Brett Kulak,Evander Kane,Ryan Nugent-Hopkins,20231029CGY@EDM,2023-10-29,259
2023102906:10NJ4,NJ,2ND,1900-01-01 06:10:00,Tyler Toffoli,Jesper Bratt,Luke Hughes,20231029MIN@NJ,2023-10-29,1570
2023102906:13NJ1,NJ,1ST,1900-01-01 06:13:00,Jesper Bratt,John Marino,Kevin Bahl,20231029MIN@NJ,2023-10-29,373
2023102906:16EDM6,EDM,3RD,1900-01-01 06:16:00,Vincent Desharnais,Evander Kane,Zach Hyman,20231029CGY@EDM,2023-10-29,2776
2023102906:54NJ5,NJ,2ND,1900-01-01 06:54:00,Erik Haula,None,None,20231029MIN@NJ,2023-10-29,1614
2023102908:16BUF3,BUF,2ND,1900-01-01 08:16:00,Tyson Jost,Alex Tuch,Owen Power,20231029COL@BUF,2023-10-29,1696
2023102909:38EDM2,EDM,1ST,1900-01-01 09:38:00,Zach Hyman,Leon Draisaitl,None,20231029CGY@EDM,2023-10-29,578
2023102910:32BUF1,BUF,1ST,1900-01-01 10:32:00,John-Jason Peterka,Jeff Skinner,None,20231029COL@BUF,2023-10-29,632
2023102911:28CGY5,CGY,2ND,1900-01-01 11:28:00,A.J. Greer,MacKenzie Weegar,Jacob Markstrom,20231029CGY@EDM,2023-10-29,1888
2023102911:40SJ1,SJ,1ST,1900-01-01 11:40:00,Luke Kunin,Ty Emberson,Mario Ferraro,20231029SJ@WAS,2023-10-29,700
2023102914:53MIN2,MIN,1ST,1900-01-01 14:53:00,Pat Maroon,Jonas Brodin,Brock Faber,20231029MIN@NJ,2023-10-29,893
2023102914:55CGY3,CGY,1ST,1900-01-01 14:55:00,Nazem Kadri,MacKenzie Weegar,Jonathan Huberdeau,20231029CGY@EDM,2023-10-29,895
2023102915:15WAS3,WAS,3RD,1900-01-01 15:15:00,Tom Wilson,Alex Ovechkin,John Carlson,20231029SJ@WAS,2023-10-29,3315
2023102915:17MIN7,MIN,3RD,1900-01-01 15:17:00,Jacob Middleton,Pat Maroon,Marcus Foligno,20231029MIN@NJ,2023-10-29,3317
2023102916:06EDM4,EDM,1ST,1900-01-01 16:06:00,Evan Bouchard,Leon Draisaitl,Connor McDavid,20231029CGY@EDM,2023-10-29,966
